Accessory39,Greg Matthias,44198,-87.02,20.99,3.3,British Columbia,Telephones and Communication,0.81
Avery Reinforcements for Hole-Punch Pages,Eva Jacobs,44451,-13.5,1.98,4.77,British Columbia,Binders and Binder Accessories,0.4
3390,Greg Matthias,44576,294.97,65.99,5.31,British Columbia,Telephones and Communication,0.57
Xerox Blank Computer Paper,Anthony Rawles,44834,35.09,19.98,5.77,British Columbia,Paper,0.38
Bevis Round Bullnose 29" High Table Top,Anthony Rawles,44834,785.63,259.71,66.67,British Columbia,Tables,0.61
Accessory34,Ken Lonsdale,46053,856.96,85.99,0.99,British Columbia,Telephones and Communication,0.55
Newell 309,Greg Matthias,47329,-13.88,11.55,2.36,British Columbia,Pens & Art Supplies,0.55
Xerox 1949,Greg Matthias,47329,-25.97,4.98,4.72,British Columbia,Paper,0.36
"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",Christopher Martinez,47461,114.95,8.17,1.69,British Columbia,Paper,0.38
"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Christopher Martinez,47461,46.97,8.69,2.99,British Columbia,Binders and Binder Accessories,0.39
SANFORD Major Accent™ Highlighters,Christopher Martinez,47461,53.15,7.08,2.35,British Columbia,Pens & Art Supplies,0.47
Logitech Access Keyboard,Anthony Rawles,47525,189.04,15.98,4,British Columbia,Computer Peripherals,0.37
Acme® Box Cutter Scissors,Christopher Martinez,48803,-23.65,10.23,4.68,British Columbia,"Scissors, Rulers and Trimmers",0.59
Executive Impressions 12" Wall Clock,Fred Harton,49027,35.08,17.67,8.99,British Columbia,Office Furnishings,0.47
SAFCO Arco Folding Chair,Carol Darley,50822,7.92,276.2,24.49,British Columbia,Chairs & Chairmats,
"Imation Neon Mac Format Diskettes, 10/Pack",Carol Darley,50822,-52.18,8.12,2.83,British Columbia,Computer Peripherals,0.77
Xerox 1950,Lauren Leatherbury,51714,-63.35,5.78,5.37,British Columbia,Paper,0.36
Storex Dura Pro™ Binders,Anthony Rawles,51815,-256.52,5.94,9.92,British Columbia,Binders and Binder Accessories,0.38
270c,Anthony Rawles,51815,398.36,125.99,3,British Columbia,Telephones and Communication,0.59
"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",Art Foster,51906,-38.23,8.46,3.62,British Columbia,Computer Peripherals,0.61
"Sony IBM Color Diskettes, 25/Pack",Sanjit Jacobs,52128,-27.66,0.99,2.96,British Columbia,Computer Peripherals,0.61
"Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack",Christopher Martinez,52675,-22.13,4.77,2.39,British Columbia,Computer Peripherals,0.72
Newell 327,Christopher Martinez,52675,-4.64,2.21,1.12,British Columbia,Pens & Art Supplies,0.58
"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Duane Noonan,53189,-40.56,6.48,5.94,British Columbia,Paper,0.37
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Lauren Leatherbury,54307,-134.41,4.91,5.68,British Columbia,Binders and Binder Accessories,0.36
Sharp AL-1530CS Digital Copier,Anthony Rawles,54917,-517.08,499.99,24.49,British Columbia,Copiers and Fax,0.36
Plymouth Boxed Rubber Bands by Plymouth,Eva Jacobs,56930,8.89,4.71,0.7,British Columbia,Rubber Bands,0.8
Avery 498,Duane Noonan,57511,41.54,2.89,0.5,British Columbia,Labels,0.38
Accessory6,Duane Noonan,57511,-173.25,55.99,5,British Columbia,Telephones and Communication,0.8
3M Polarizing Light Filter Sleeves,Anthony Rawles,57857,153.48,18.65,3.77,British Columbia,Office Furnishings,0.39
Avery Durable Binders,Anthony Rawles,57861,11.32,2.88,1.49,British Columbia,Binders and Binder Accessories,0.36
Kensington 7 Outlet MasterPiece® HOMEOFFICE Power Control Center,Christopher Martinez,58247,211.73,131.12,0.99,British Columbia,Appliances,0.55
Xerox 213,Christopher Martinez,58247,-64.5,6.48,7.86,British Columbia,Paper,0.37
Kensington 4 Outlet MasterPiece® Compact Power Control Center,Barry Blumstein,58470,512.69,81.32,0.99,British Columbia,Appliances,0.57
"""While you Were Out"" Message Book, One Form per Page",Barry Blumstein,58470,-0.31,3.71,1.93,British Columbia,Paper,0.35
"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Barry Blumstein,58470,-76.92,6.48,5.94,British Columbia,Paper,0.37
Computer Printout Paper with Letter-Trim Perforations,Barry Blumstein,58470,94,18.97,9.03,British Columbia,Paper,0.37
Fellowes Bankers Box™ Stor/Drawer® Steel Plus™,Barry Blumstein,58470,-57.98,31.98,6.72,British Columbia,Storage & Organization,0.75
"TOPS Money Receipt Book, Consecutively Numbered in Red,",Andrew Allen,58759,-6.88,8.01,2.87,British Columbia,Paper,0.4
Okidata ML184 Turbo Dot Matrix Printers,Art Foster,59780,1395.02,306.14,26.53,British Columbia,Office Machines,0.56
O'Sullivan 2-Shelf Heavy-Duty Bookcases,Ricardo Block,358,-1348.06,48.58,54.11,Alberta,Bookcases,0.69
"80 Minute CD-R Spindle, 100/Pack - Staples",Ricardo Block,358,269.27,39.48,1.99,Alberta,Computer Peripherals,0.54
Plymouth Boxed Rubber Bands by Plymouth,Roger Barcio,1767,-7.76,4.71,0.7,Alberta,Rubber Bands,0.8
Bevis Steel Folding Chairs,Sung Pak,1863,-1131.6,95.95,74.35,Alberta,Chairs & Chairmats,0.57
Newell 315,Tim Brockman,2915,32.83,5.98,0.96,Alberta,Pens & Art Supplies,0.6
Microsoft Natural Keyboard Elite,Tim Brockman,2915,51.59,39.98,4,Alberta,Computer Peripherals,0.7
GBC DocuBind 200 Manual Binding Machine,Sung Pak,3046,4451.01,420.98,19.99,Alberta,Binders and Binder Accessories,0.35
"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",Victoria Pisteka,4389,-116.35,5.34,5.63,Alberta,Binders and Binder Accessories,0.39
Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Victoria Pisteka,4389,1304.9,160.98,30,Alberta,Chairs & Chairmats,0.62
2190,Victoria Pisteka,4389,693.06,65.99,5.63,Alberta,Telephones and Communication,0.56
StarTAC 7760,Sung Chung,6180,590.32,65.99,3.99,Alberta,Telephones and Communication,0.59
"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",Ricardo Block,7078,-8.45,11.33,6.12,Alberta,Appliances,0.42
Cardinal Poly Pocket Divider Pockets for Ring Binders,Ricardo Block,7078,-47.02,3.36,6.27,Alberta,Binders and Binder Accessories,0.4
"Global High-Back Leather Tilter, Burgundy",Ricardo Block,7078,-885.73,122.99,70.2,Alberta,Chairs & Chairmats,0.74
"GE 4 Foot Flourescent Tube, 40 Watt",Ricardo Block,7078,65.35,14.98,8.99,Alberta,Office Furnishings,0.39
"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",Resi Polking,7654,-14.29,4.13,6.89,Alberta,Labels,0.39
Southworth 25% Cotton Premium Laser Paper and Envelopes,Roger Demir,7746,-27.07,19.98,8.68,Alberta,Paper,0.37
GBC Wire Binding Strips,Tamara Manning,8387,185.09,31.74,12.62,Alberta,Binders and Binder Accessories,0.37
3390,Resi Polking,8768,568.18,65.99,5.31,Alberta,Telephones and Communication,0.57
7160,Sung Pak,9504,98.35,140.99,4.2,Alberta,Telephones and Communication,0.59
Panasonic KX-P1150 Dot Matrix Printer,Sung Pak,10341,43.03,145.45,17.85,Alberta,Office Machines,0.56
Flexible Leather- Look Classic Collection Ring Binder,Sung Chung,10982,225.2,18.94,1.49,Alberta,Binders and Binder Accessories,0.35
GBC Therma-A-Bind 250T Electric Binding System,Sung Chung,10982,1236.36,122.99,19.99,Alberta,Binders and Binder Accessories,0.37
OIC Thumb-Tacks,Sung Chung,10982,2.81,1.14,0.7,Alberta,Rubber Bands,0.38
#10- 4 1/8" x 9 1/2" Security-Tint Envelopes,Victoria Pisteka,11014,110.05,7.64,1.39,Alberta,Envelopes,0.36
Accessory41,Resi Polking,14176,453.8,35.99,5.99,Alberta,Telephones and Communication,0.38
Xerox 196,Sung Pak,14497,-138.92,5.78,7.96,Alberta,Paper,0.36
Xerox 1932,Tim Brockman,15074,369.48,35.44,5.09,Alberta,Paper,0.38
Tuff Stuff™ Recycled Round Ring Binders,Resi Polking,15104,21.77,4.82,1.49,Alberta,Binders and Binder Accessories,0.36
"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Sue Ann Reed,16834,33.26,7.04,2.17,Alberta,Paper,0.38
"Imation 3.5 IBM Formatted Diskettes, 10/Box",Resi Polking,17445,-73.83,8.32,2.38,Alberta,Computer Peripherals,0.74
Gyration Ultra Professional Cordless Optical Suite,Tamara Manning,18593,1579.34,300.97,7.18,Alberta,Computer Peripherals,0.48
KI Conference Tables,Tamara Manning,18593,-1280.6,70.89,89.3,Alberta,Tables,0.72
"Global Leather Task Chair, Black",Tamara Manning,19652,-307.86,89.99,42,Alberta,Chairs & Chairmats,0.66
TIMEPORT P8767,Tamara Manning,19652,367.46,65.99,3.99,Alberta,Telephones and Communication,0.57
Xerox 1963,Roger Demir,20743,-179.96,5.28,8.16,Alberta,Paper,0.4
"GBC Laser Imprintable Binding System Covers, Desert Sand",Roger Demir,21862,-14.35,14.27,7.27,Alberta,Binders and Binder Accessories,0.38
Polycom ViewStation™ ISDN Videoconferencing Unit,Roger Demir,21862,-10263.66,6783.02,24.49,Alberta,Office Machines,0.39
"Avery Hi-Liter® EverBold™ Pen Style Fluorescent Highlighters, 4/Pack",Roger Demir,21862,56.75,8.14,3.12,Alberta,Pens & Art Supplies,0.45
Bagged Rubber Bands,Ricardo Block,22787,-16.3,1.26,0.7,Alberta,Rubber Bands,0.81
"Lifetime Advantage™ Folding Chairs, 4/Carton",Tim Brockman,23170,969.42,218.08,18.06,Alberta,Chairs & Chairmats,0.57
Panasonic KX-P1150 Dot Matrix Printer,Resi Polking,23328,1285.74,145.45,17.85,Alberta,Office Machines,0.56
Staples 6 Outlet Surge,Roger Barcio,24260,-47.92,11.97,4.98,Alberta,Appliances,0.58
Fellowes Bases and Tops For Staxonsteel®/High-Stak® Systems,Sung Pak,24261,66.38,33.29,8.74,Alberta,Storage & Organization,0.61
Westinghouse Clip-On Gooseneck Lamps,Resi Polking,26054,-321.21,8.37,10.16,Alberta,Office Furnishings,0.59
O'Sullivan 3-Shelf Heavy-Duty Bookcases,John Murray,27750,-212.01,58.14,36.61,Alberta,Bookcases,0.61
Canon PC940 Copier,John Murray,27750,999.87,449.99,49,Alberta,Copiers and Fax,0.38
"GBC Laser Imprintable Binding System Covers, Desert Sand",Shaun Chance,27872,36.43,14.27,7.27,Alberta,Binders and Binder Accessories,0.38
GBC Wire Binding Strips,Sung Pak,31109,219.04,31.74,12.62,Alberta,Binders and Binder Accessories,0.37
Keytronic French Keyboard,John Murray,32165,175.24,73.98,14.52,Alberta,Computer Peripherals,0.65
Accessory4,John Murray,32165,192.06,85.99,0.99,Alberta,Telephones and Communication,0.85
Seth Thomas 12" Clock w/ Goldtone Case,Darren Powers,32325,189.28,22.98,7.58,Alberta,Office Furnishings,0.51
Avery 484,Shaun Chance,32931,32.7,2.88,0.5,Alberta,Labels,0.36
Eldon Simplefile® Box Office®,Shaun Chance,32931,-60.79,12.44,6.27,Alberta,Storage & Organization,0.57
Belkin MediaBoard 104- Keyboard,Roger Demir,33189,-96.54,27.48,4,Alberta,Computer Peripherals,0.75
Riverleaf Stik-Withit® Designer Note Cubes®,Roger Demir,33189,0.15,10.06,2.06,Alberta,Paper,0.39
"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Penelope Sewall,33479,16.57,15.01,8.4,Alberta,Binders and Binder Accessories,0.39
"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",Penelope Sewall,33479,-8.82,8.56,5.16,Alberta,Paper,0.38
Newell 342,Mike Pelletier,34311,-100.24,3.28,3.97,Alberta,Pens & Art Supplies,0.56
Eldon Shelf Savers™ Cubes and Bins,Mike Pelletier,34311,-262.62,6.98,9.69,Alberta,Storage & Organization,0.83
"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Sung Pak,35111,256.16,23.99,6.71,Alberta,Envelopes,0.35
"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",Mike Pelletier,35173,341.98,240.98,60.2,Alberta,Bookcases,0.56
StarTAC ST7762,Mike Pelletier,35173,29.56,125.99,8.08,Alberta,Telephones and Communication,0.57
Ames Color-File® Green Diamond Border X-ray Mailers,John Murray,36773,994.68,83.98,5.01,Alberta,Envelopes,0.38
Avery 494,Tim Brockman,36997,39.91,2.61,0.5,Alberta,Labels,0.39
GBC Therma-A-Bind 250T Electric Binding System,Shaun Chance,37700,1169.71,122.99,19.99,Alberta,Binders and Binder Accessories,0.37
OIC Thumb-Tacks,Darren Powers,38529,-0.49,1.14,0.7,Alberta,Rubber Bands,0.38
Xerox 1934,Penelope Sewall,40162,760.79,55.98,5.15,Alberta,Paper,0.36
Newell 327,Shaun Chance,40612,-6.84,2.21,1.12,Alberta,Pens & Art Supplies,0.58
Chromcraft 48" x 96" Racetrack Double Pedestal Table,Shaun Chance,41987,1760.11,320.64,29.2,Alberta,Tables,0.66
Hon Olson Stacker Stools,Sue Ann Reed,42083,1263.98,140.81,24.49,Alberta,Chairs & Chairmats,0.57
Xerox 1894,Sue Ann Reed,42083,-86.3,6.48,6.22,Alberta,Paper,0.37
Kleencut® Forged Office Shears by Acme United Corporation,Sue Ann Reed,42083,-57.97,2.08,2.56,Alberta,"Scissors, Rulers and Trimmers",0.55
T39m,Tim Brockman,42151,1140.67,155.99,3.9,Alberta,Telephones and Communication,0.55
Wilson Jones 1" Hanging DublLock® Ring Binders,Sung Chung,42658,-8.33,5.28,2.99,Alberta,Binders and Binder Accessories,0.37
Telescoping Adjustable Floor Lamp,Tamara Manning,43911,-53.89,19.99,11.17,Alberta,Office Furnishings,0.6
Panasonic KX-P1131 Dot Matrix Printer,Tamara Manning,43911,2685.19,264.98,17.86,Alberta,Office Machines,0.58
Hon 4070 Series Pagoda™ Round Back Stacking Chairs,Tamara Manning,43911,1278.45,320.98,58.95,Alberta,Chairs & Chairmats,0.57
US Robotics 56K V.92 External Faxmodem,Shaun Chance,44005,-270.48,99.99,19.99,Alberta,Computer Peripherals,0.52
Xerox 1899,Tom Prescott,44486,-66.93,5.78,4.96,Alberta,Paper,0.36
Boston 16765 Mini Stand Up Battery Pencil Sharpener,Roger Demir,45284,-42.98,11.66,8.99,Alberta,Pens & Art Supplies,0.59
O'Sullivan 5-Shelf Heavy-Duty Bookcases,Shaun Chance,45668,-298.9,81.94,55.81,Alberta,Bookcases,0.6
Holmes 99% HEPA Air Purifier,Resi Polking,46023,-204.22,21.66,13.99,Alberta,Appliances,0.52
Eldon Cleatmat® Chair Mats for Medium Pile Carpets,John Murray,46533,49.76,55.5,52.2,Alberta,Office Furnishings,0.72
StarTAC 7760,John Murray,46533,-82.06,65.99,3.99,Alberta,Telephones and Communication,0.59
"Hot File® 7-Pocket, Floor Stand",Tim Brockman,48321,1856.12,178.47,19.99,Alberta,Storage & Organization,0.55
Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black,Penelope Sewall,48673,-90.72,15.31,8.78,Alberta,Storage & Organization,0.57
Flexible Leather- Look Classic Collection Ring Binder,Roger Demir,48742,379.74,18.94,1.49,Alberta,Binders and Binder Accessories,0.35
"Peel & Seel® Recycled Catalog Envelopes, Brown",Sharelle Roach,48998,-8.11,11.58,6.97,Alberta,Envelopes,0.35
Xerox 210,Darren Powers,50246,-47.67,6.48,7.37,Alberta,Paper,0.37
Nu-Form 106-Key Ergonomic Keyboard w/ Touchpad,Tom Prescott,51200,271.9,53.98,5.5,Alberta,Computer Peripherals,0.62
"Sauder Forest Hills Library, Woodland Oak Finish",Tim Brockman,51271,-796.51,140.98,36.09,Alberta,Bookcases,0.77
Phone 918,Tim Brockman,51271,303.23,205.99,5,Alberta,Telephones and Communication,0.59
"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Tom Prescott,51297,65.76,8.69,2.99,Alberta,Binders and Binder Accessories,0.39
Xerox 1891,Tamara Manning,51842,-19.09,48.91,5.81,Alberta,Paper,0.38
Tennsco Regal Shelving Units,Tamara Manning,51842,-244.33,101.41,35,Alberta,Storage & Organization,0.82
Accessory34,Sharelle Roach,51968,1166.09,85.99,0.99,Alberta,Telephones and Communication,0.55
"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Pauline Webber,52578,835.46,217.85,29.1,Alberta,Tables,0.68
Hon 2111 Invitation™ Series Corner Table,Pauline Webber,52578,-344.82,209.37,69,Alberta,Tables,0.79
Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Sharelle Roach,53027,146.64,35.89,14.72,Alberta,Envelopes,0.4
Canon PC-428 Personal Copier,Resi Polking,54214,1899.23,199.99,24.49,Alberta,Copiers and Fax,0.46
Gyration Ultra Cordless Optical Suite,Pauline Webber,54342,1057.62,100.97,7.18,Alberta,Computer Peripherals,0.46
*Staples* Highlighting Markers,Pauline Webber,54342,-5.65,4.84,0.71,Alberta,Pens & Art Supplies,0.52
Avery® Durable Plastic 1" Binders,Tamara Manning,54656,-73.35,4.54,5.83,Alberta,Binders and Binder Accessories,0.36
Xerox 1930,Shaun Chance,54949,-94.59,6.48,6.81,Alberta,Paper,0.36
"Tennsco Lockers, Gray",Shaun Chance,54949,-293.74,20.98,53.03,Alberta,Storage & Organization,0.78
"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Darren Powers,55813,-824.43,70.71,37.58,Alberta,Office Furnishings,0.78
O'Sullivan 3-Shelf Heavy-Duty Bookcases,Quincy Jones,56577,-351.51,58.14,36.61,Alberta,Bookcases,0.61
Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer,Darren Powers,56834,202.73,80.97,30.06,Alberta,Office Machines,0.4
Xerox 214,Darren Powers,56834,-118.55,6.48,7.03,Alberta,Paper,0.37
Bush Advantage Collection® Round Conference Table,Pauline Webber,57380,-95.04,212.6,52.2,Alberta,Tables,0.64
"Global Leather Task Chair, Black",Tom Prescott,58722,-699.72,89.99,42,Alberta,Chairs & Chairmats,0.66
Bionaire Personal Warm Mist Humidifier/Vaporizer,Tamara Manning,58981,422.23,46.89,5.1,Alberta,Appliances,0.46
Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,Shaun Chance,59686,-106.42,5.8,5.59,Alberta,Binders and Binder Accessories,0.4
Canon MP25DIII Desktop Whisper-Quiet Printing Calculator,Lindsay Castell,6791,110.77,51.98,10.17,Alberta,Office Machines,0.37
"Dixon My First Ticonderoga Pencil, #2",Adam Bellavance,9895,-6.82,5.85,2.27,Alberta,Pens & Art Supplies,0.56
Adesso Programmable 142-Key Keyboard,Ken Dana,11846,611.43,152.48,4,Alberta,Computer Peripherals,0.79
2300 Heavy-Duty Transfer File Systems by Perma,Ken Dana,11846,-50.27,24.98,8.79,Alberta,Storage & Organization,0.66
Keytronic French Keyboard,Lindsay Castell,12450,-88.61,73.98,14.52,Alberta,Computer Peripherals,0.65
Xerox 1887,Ken Dana,16518,-6.57,18.97,5.21,Alberta,Paper,0.37
Accessory34,Ken Dana,16518,832.19,85.99,0.99,Alberta,Telephones and Communication,0.55
Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Adam Bellavance,17860,-96.33,7.77,9.23,Alberta,Appliances,0.58
Holmes Odor Grabber,Ken Dana,17952,2.33,14.42,6.75,Alberta,Appliances,0.52
Office Star Flex Back Scooter Chair with White Frame,Adam Bellavance,18596,126.31,110.98,30,Alberta,Chairs & Chairmats,0.71
Avery 485,Adam Bellavance,18596,223.38,12.53,0.5,Alberta,Labels,0.38
Honeywell Enviracaire® Portable HEPA Air Cleaner for up to 10 x 16 Room,Lindsay Castell,21410,554.91,123.38,24.49,Alberta,Appliances,0.46
Deflect-O® Glasstique™ Clear Desk Accessories,Laurel Workman,22563,-9.78,7.7,3.68,Alberta,Office Furnishings,0.52
Staples® General Use 3-Ring Binders,Ken Dana,25318,-3.16,1.88,1.49,Alberta,Binders and Binder Accessories,0.37
Fellowes Mighty 8 Compact Surge Protector,Laurel Workman,26688,57.17,20.27,3.99,Alberta,Appliances,0.57
Peel-Off® China Markers,Laurel Workman,26688,12.02,9.93,1.09,Alberta,Pens & Art Supplies,0.43
Bush Advantage Collection® Racetrack Conference Table,Ken Dana,26881,-410.39,424.21,110.2,Alberta,Tables,0.67
Belkin F9M820V08 8 Outlet Surge,Adam Bellavance,26887,461.65,42.98,4.62,Alberta,Appliances,0.56
"Fellowes Twister Kit, Gray/Clear, 3/pkg",Adam Bellavance,26887,-117.1,8.04,8.94,Alberta,Binders and Binder Accessories,0.4
Accessory13,Ken Dana,29761,446.99,35.99,1.25,Alberta,Telephones and Communication,0.57
3M Office Air Cleaner,Ken Dana,29761,262.32,25.98,5.37,Alberta,Appliances,0.5
Eldon Expressions Mahogany Wood Desk Collection,Ken Dana,29761,-34.17,6.24,5.22,Alberta,Office Furnishings,0.6
"Master Caster Door Stop, Large Neon Orange",Lisa Ryan,31810,-166.74,7.28,7.98,Alberta,Office Furnishings,0.42
Xerox 1961,Max Engle,36548,-40.43,4.98,7.54,Alberta,Paper,0.38
"Master Caster Door Stop, Gray",Max Engle,39585,-22.74,5.08,3.63,Alberta,Office Furnishings,0.51
DAX Natural Wood-Tone Poster Frame,Adam Bellavance,41793,384.38,26.48,6.93,Alberta,Office Furnishings,0.49
Advantus Plastic Paper Clips,Adam Bellavance,42949,-17.49,5,3.39,Alberta,Rubber Bands,0.37
Hewlett Packard 6S Scientific Calculator,Adam Bellavance,42949,-114.64,12.99,9.44,Alberta,Office Machines,0.39
Storex DuraTech Recycled Plastic Frosted Binders,Laurel Workman,43044,-73.07,4.24,5.41,Alberta,Binders and Binder Accessories,0.35
Polycom ViewStation™ ISDN Videoconferencing Unit,Laurel Workman,43044,-12558,6783.02,24.49,Alberta,Office Machines,0.39
Acme® 8" Straight Scissors,Laurel Workman,46048,0.53,12.98,3.14,Alberta,"Scissors, Rulers and Trimmers",0.6
"Tenex Personal Project File with Scoop Front Design, Black",Laurel Workman,46048,-15.92,13.48,4.51,Alberta,Storage & Organization,0.59
Xerox 194,Lisa Ryan,48354,405.64,55.48,14.3,Alberta,Paper,0.37
Xerox 1986,Ken Dana,48416,-15.48,6.68,4.91,Alberta,Paper,0.37
Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Lisa Ryan,49798,-517.83,280.98,57,Alberta,Chairs & Chairmats,0.78
Fiskars® Softgrip Scissors,Lisa Ryan,49798,20.31,10.98,3.37,Alberta,"Scissors, Rulers and Trimmers",0.57
Boston KS Multi-Size Manual Pencil Sharpener,Ken Dana,50470,-57.73,22.99,8.99,Alberta,Pens & Art Supplies,0.57
Xerox 1983,Helen Wasserman,52900,-32.62,5.98,5.46,Alberta,Paper,0.36
"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Helen Wasserman,57572,-120.04,4.98,4.62,Alberta,Computer Peripherals,0.64
"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Helen Wasserman,57572,-17.22,7.64,5.83,Alberta,Paper,0.36
"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Julia Dunbar,57766,-85.32,30.53,19.99,Alberta,Labels,0.39
Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Julia Dunbar,58566,693.01,105.29,10.12,Alberta,Office Furnishings,0.79
MicroTAC 650,Julia Dunbar,58566,624.71,65.99,4.99,Alberta,Telephones and Communication,0.58
O'Sullivan Living Dimensions 2-Shelf Bookcases,Julia Dunbar,58658,-404.36,120.98,58.64,Alberta,Bookcases,0.75
Microsoft Internet Keyboard,Julia Dunbar,58658,-103.75,20.97,6.5,Alberta,Computer Peripherals,0.78
Accessory21,Julia Dunbar,58658,348.59,20.99,0.99,Alberta,Telephones and Communication,0.37
Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Helen Wasserman,59139,163.1,70.97,3.5,Alberta,Appliances,0.59
Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Helen Wasserman,59139,-13.71,5.34,2.99,Alberta,Binders and Binder Accessories,0.38
"Imation 3.5"" DS/HD IBM Formatted Diskettes, 50/Pack",Max Engle,59942,-268.65,15.98,8.99,Alberta,Computer Peripherals,0.64
"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",Carl Weiss,5350,-12.2,11.33,6.12,Alberta,Appliances,0.42
TDK 4.7GB DVD-R,Chuck Clark,6850,-7.23,10.01,1.99,Alberta,Computer Peripherals,0.41
Canon MP25DIII Desktop Whisper-Quiet Printing Calculator,Chuck Clark,6850,675.07,51.98,10.17,Alberta,Office Machines,0.37
Fellowes Bankers Box™ Staxonsteel® Drawer File/Stacking System,Chuck Clark,6850,150.04,64.98,6.88,Alberta,Storage & Organization,0.73
Balt Split Level Computer Training Table,Chuck Clark,6850,-556.25,138.75,52.42,Alberta,Tables,0.74
SANFORD Liquid Accent™ Tank-Style Highlighters,Chuck Clark,7488,-1.76,2.84,0.93,Alberta,Pens & Art Supplies,0.54
"Boston Model 1800 Electric Pencil Sharpener, Gray",Chuck Clark,7552,332.52,28.15,6.17,Alberta,Pens & Art Supplies,0.55
Acme® 8" Straight Scissors,Chuck Clark,7552,26.28,12.98,3.14,Alberta,"Scissors, Rulers and Trimmers",0.6
Accessory29,Darren Koutras,7585,22.57,20.99,1.25,Alberta,Telephones and Communication,0.83
Acco Recycled 2" Capacity Laser Printer Hanging Data Binders,Darren Koutras,8289,53.31,14.45,7.17,Alberta,Binders and Binder Accessories,0.38
"Black Print Carbonless Snap-Off® Rapid Letter, 8 1/2"" x 7""",Roland Murray,8679,161.32,9.11,2.15,Alberta,Paper,0.4
"IBM 80 Minute CD-R Spindle, 50/Pack",Chuck Clark,12481,215.8,20.89,1.99,Alberta,Computer Peripherals,0.48
Accessory31,Chuck Clark,12481,103.05,35.99,0.99,Alberta,Telephones and Communication,0.35
O'Sullivan 4-Shelf Bookcase in Odessa Pine,Daniel Byrd,12902,-765.5,120.98,56.7,Alberta,Bookcases,0.68
Hewlett-Packard 4.7GB DVD+R Discs,Chuck Clark,20128,48.47,8.5,1.99,Alberta,Computer Peripherals,0.49
Fellowes Stor/Drawer® Steel Plus™ Storage Drawers,Chuck Clark,20128,-152.54,95.43,19.99,Alberta,Storage & Organization,0.79
"Tennsco Lockers, Sand",Darren Koutras,20642,-1637.52,20.98,45,Alberta,Storage & Organization,0.61
Filing/Storage Totes and Swivel Casters,Roland Murray,24804,-113.52,9.71,9.45,Alberta,Storage & Organization,0.6
"Angle-D Binders with Locking Rings, Label Holders",Daniel Byrd,28357,-171.17,7.3,7.72,Alberta,Binders and Binder Accessories,0.38
Staples Paper Clips,Daniel Byrd,28357,24.27,2.47,1.02,Alberta,Rubber Bands,0.38
"Memorex 4.7GB DVD+R, 3/Pack",Bobby Odegard,31043,299.33,15.28,1.99,Alberta,Computer Peripherals,0.42
Accessory20,Bobby Odegard,31043,-302.23,85.99,3.3,Alberta,Telephones and Communication,0.37
Storex Dura Pro™ Binders,Daniel Byrd,32355,-239.32,5.94,9.92,Alberta,Binders and Binder Accessories,0.38
Xerox 231,Daniel Byrd,32355,-33.31,6.48,5.11,Alberta,Paper,0.37
Xerox 217,Chuck Clark,33700,-133.98,6.48,8.19,Alberta,Paper,0.37
Park Ridge™ Embossed Executive Business Envelopes,Chuck Clark,35811,352.41,15.57,1.39,Alberta,Envelopes,0.38
Newell 310,Chuck Clark,35811,-3.24,1.76,0.7,Alberta,Pens & Art Supplies,0.56
